ReplanNumber,Timestamp,SubtreeName,OldPlanNodes,NodesReplaced,NodesAlreadyFinished,NewPlanNodes,TotalBTNodes,TotalFlowNodes,TotalActionNodes,TotalMLActions,PRR_Subtree_Percent,BTNodeSize_Percent,BTWidthChange_Percent
642,2026-07-06 17:20:35.640,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,936,234,702,454,100.0,1.0,0.00
643,2026-07-06 17:20:37.609,FF_Default_DynamicFlow_GluingBeamHL_b37_r1_m7_lay7,2,2,0,2,942,235,707,459,100.0,0.2,0.00
644,2026-07-06 17:20:37.610,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,940,235,705,457,100.0,0.2,0.00
645,2026-07-06 17:20:37.611,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,938,235,703,455,100.0,1.0,0.00
646,2026-07-06 17:20:39.472,FF_Default_DynamicFlow_GluingBeamHL_b37_r1_m7_lay7,2,2,0,2,944,236,708,460,100.0,0.2,0.00
647,2026-07-06 17:20:39.473,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,942,236,706,458,100.0,0.2,0.00
648,2026-07-06 17:20:39.475,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,940,236,704,456,100.0,1.0,0.00
649,2026-07-06 17:20:41.362,FF_Default_DynamicFlow_GluingBeamHL_b37_r1_m7_lay7,2,2,0,2,946,237,709,461,100.0,0.2,0.00
650,2026-07-06 17:20:41.365,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,944,237,707,459,100.0,0.2,0.00
651,2026-07-06 17:20:41.368,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,942,237,705,457,100.0,1.0,0.00
652,2026-07-06 17:20:43.337,FF_Default_DynamicFlow_GluingBeamHL_b37_r1_m7_lay7,2,2,0,2,948,238,710,462,100.0,0.2,0.00
653,2026-07-06 17:20:43.338,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,946,238,708,460,100.0,0.2,0.00
654,2026-07-06 17:20:43.340,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,944,238,706,458,100.0,1.0,0.00
655,2026-07-06 17:20:45.544,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,958,239,719,471,100.0,0.2,0.00
656,2026-07-06 17:20:45.546,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,956,239,717,469,100.0,0.9,0.00
657,2026-07-06 17:20:45.548,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,947,239,708,460,100.0,1.0,0.00
658,2026-07-06 17:20:47.502,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,960,240,720,472,100.0,0.2,0.00
659,2026-07-06 17:20:47.503,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,958,240,718,470,100.0,0.9,0.00
660,2026-07-06 17:20:47.504,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,949,240,709,461,100.0,0.9,0.00
661,2026-07-06 17:20:49.348,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,962,241,721,473,100.0,0.2,0.00
662,2026-07-06 17:20:49.350,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,960,241,719,471,100.0,0.9,0.00
663,2026-07-06 17:20:49.351,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,951,241,710,462,100.0,0.9,0.00
664,2026-07-06 17:20:51.315,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,964,242,722,474,100.0,0.2,0.00
665,2026-07-06 17:20:51.317,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,962,242,720,472,100.0,0.9,0.00
666,2026-07-06 17:20:51.318,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,953,242,711,463,100.0,0.9,0.00
667,2026-07-06 17:20:53.371,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,966,243,723,475,100.0,0.2,0.00
668,2026-07-06 17:20:53.377,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,964,243,721,473,100.0,0.9,0.00
669,2026-07-06 17:20:53.380,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,955,243,712,464,100.0,0.9,0.00
670,2026-07-06 17:20:55.376,FF_Default_DynamicFlow_GluingBeamHL_b43_r1_m8_lay8,2,2,0,2,968,244,724,476,100.0,0.2,0.00
671,2026-07-06 17:20:55.378,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,966,244,722,474,100.0,0.9,0.00
672,2026-07-06 17:20:55.379,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,957,244,713,465,100.0,0.9,0.00
673,2026-07-06 17:20:57.623,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,978,245,733,485,100.0,0.9,0.00
674,2026-07-06 17:20:57.624,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,969,245,724,476,100.0,0.9,0.00
675,2026-07-06 17:20:57.625,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,9,9,0,9,960,245,715,467,100.0,0.9,0.00
676,2026-07-06 17:20:59.612,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,980,246,734,486,100.0,0.9,0.00
677,2026-07-06 17:20:59.614,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,971,246,725,477,100.0,0.9,0.00
678,2026-07-06 17:20:59.618,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,9,9,0,9,962,246,716,468,100.0,0.9,0.00
679,2026-07-06 17:21:01.483,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,982,247,735,487,100.0,0.9,0.00
680,2026-07-06 17:21:01.484,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,973,247,726,478,100.0,0.9,0.00
681,2026-07-06 17:21:01.486,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,9,9,0,9,964,247,717,469,100.0,0.9,0.00
682,2026-07-06 17:21:03.356,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,984,248,736,488,100.0,0.9,0.00
683,2026-07-06 17:21:03.361,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,975,248,727,479,100.0,0.9,0.00
684,2026-07-06 17:21:03.363,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,9,9,0,9,966,248,718,470,100.0,0.9,0.00
685,2026-07-06 17:21:05.325,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,986,249,737,489,100.0,0.9,0.00
686,2026-07-06 17:21:05.327,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,977,249,728,480,100.0,0.9,0.00
687,2026-07-06 17:21:05.329,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,9,9,0,9,968,249,719,471,100.0,0.9,0.00
688,2026-07-06 17:21:07.343,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,9,988,250,738,490,100.0,0.9,0.00
689,2026-07-06 17:21:07.346,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,9,979,250,729,481,100.0,0.9,0.00
690,2026-07-06 17:21:07.347,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,9,9,0,9,970,250,720,472,100.0,0.9,0.00
691,2026-07-06 17:21:10.925,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,9,9,0,3,997,251,746,498,100.0,0.9,1.20
692,2026-07-06 17:21:10.927,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,9,9,0,3,988,251,737,489,100.0,0.9,1.23
693,2026-07-06 17:21:10.929,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,9,9,0,3,979,251,728,480,100.0,0.9,1.25
694,2026-07-06 17:21:13.047,FF_Default_DynamicFlow_PickUpHL_tp5_fp37_r1,3,3,0,2,982,252,730,482,100.0,0.3,0.21
695,2026-07-06 17:21:13.049,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,3,3,0,2,979,252,727,479,100.0,0.3,0.21
696,2026-07-06 17:21:13.050,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,3,3,0,2,976,252,724,476,100.0,0.3,0.21
697,2026-07-06 17:21:15.349,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,2,2,0,3,988,253,735,487,100.0,0.2,-0.21
698,2026-07-06 17:21:15.352,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,2,2,0,3,986,253,733,485,100.0,0.2,-0.21
699,2026-07-06 17:21:15.355,FF_Default_DynamicFlow_NailingHL_tp8_r1,8,8,0,11,984,253,731,483,100.0,0.8,-0.62
700,2026-07-06 17:21:17.580,FF_Default_DynamicFlow_PickUpHL_tp6_fp45_r1,3,3,0,2,996,254,742,494,100.0,0.3,0.20
701,2026-07-06 17:21:17.584,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,3,3,0,2,993,254,739,491,100.0,0.3,0.20
702,2026-07-06 17:21:17.588,FF_Default_DynamicFlow_NailingHL_tp8_r1,11,11,0,8,990,254,736,488,100.0,1.1,0.61
703,2026-07-06 17:21:19.721,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,2,2,0,3,1000,255,745,497,100.0,0.2,-0.20
704,2026-07-06 17:21:19.729,FF_Default_DynamicFlow_NailingHL_tp8_r1,8,8,0,11,998,255,743,495,100.0,0.8,-0.61
705,2026-07-06 17:21:19.731,FF_Default_DynamicFlow_NailingHL_tp5_r1,8,8,0,11,990,255,735,487,100.0,0.8,-0.62
706,2026-07-06 17:21:21.932,FF_Default_DynamicFlow_PickUpHL_tp7_fp53_r1,3,3,0,2,1010,256,754,506,100.0,0.3,0.20
707,2026-07-06 17:21:21.937,FF_Default_DynamicFlow_NailingHL_tp8_r1,11,11,0,8,1007,256,751,503,100.0,1.1,0.60
708,2026-07-06 17:21:21.939,FF_Default_DynamicFlow_NailingHL_tp5_r1,11,11,0,8,996,256,740,492,100.0,1.1,0.61
709,2026-07-06 17:21:24.101,FF_Default_DynamicFlow_NailingHL_tp8_r1,8,8,0,11,1012,257,755,507,100.0,0.8,-0.59
710,2026-07-06 17:21:24.103,FF_Default_DynamicFlow_NailingHL_tp5_r1,8,8,0,11,1004,257,747,499,100.0,0.8,-0.60
711,2026-07-06 17:21:24.104,FF_Default_DynamicFlow_NailingHL_tp6_r1,8,8,0,11,996,257,739,491,100.0,0.8,-0.61
712,2026-07-06 17:21:26.348,FF_Default_DynamicFlow_NailingHL_tp8_r1,11,11,0,8,1024,258,766,518,100.0,1.1,0.58
713,2026-07-06 17:21:26.353,FF_Default_DynamicFlow_NailingHL_tp5_r1,11,11,0,8,1013,258,755,507,100.0,1.1,0.59
714,2026-07-06 17:21:26.360,FF_Default_DynamicFlow_NailingHL_tp6_r1,11,11,0,8,1002,258,744,496,100.0,1.1,0.60
715,2026-07-06 17:21:29.797,FF_Default_DynamicFlow_NailingHL_tp5_r1,8,8,0,2,1024,259,765,517,100.0,0.8,1.16
716,2026-07-06 17:21:29.798,FF_Default_DynamicFlow_NailingHL_tp6_r1,8,8,0,2,1016,259,757,509,100.0,0.8,1.18
717,2026-07-06 17:21:29.799,FF_Default_DynamicFlow_NailingHL_tp7_r1,8,8,0,2,1008,259,749,501,100.0,0.8,1.20
718,2026-07-06 17:21:32.178,FF_Default_DynamicFlow_NailingHL_tp6_r1,2,2,0,2,1017,260,757,509,100.0,0.2,0.00
719,2026-07-06 17:21:32.179,FF_Default_DynamicFlow_NailingHL_tp7_r1,2,2,0,2,1015,260,755,507,100.0,0.2,0.00
720,2026-07-06 17:21:32.180,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp8_lp8_pr4_sp8_r1_m8_lay8,10,10,0,10,1013,260,753,505,100.0,1.0,0.00
721,2026-07-06 17:21:34.330,FF_Default_DynamicFlow_NailingHL_tp7_r1,2,2,0,2,1028,261,767,519,100.0,0.2,0.00
722,2026-07-06 17:21:34.340,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp8_lp8_pr4_sp8_r1_m8_lay8,10,10,0,10,1026,261,765,517,100.0,1.0,0.00
723,2026-07-06 17:21:34.346,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp5_lp5_pr1_sp5_r1_m5_lay5,10,10,0,10,1016,261,755,507,100.0,1.0,0.00
724,2026-07-06 17:21:36.556,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp8_lp8_pr4_sp8_r1_m8_lay8,10,10,0,10,1039,262,777,529,100.0,1.0,0.00
725,2026-07-06 17:21:36.558,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp5_lp5_pr1_sp5_r1_m5_lay5,10,10,0,10,1029,262,767,519,100.0,1.0,0.00
726,2026-07-06 17:21:36.560,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp6_lp6_pr2_sp6_r1_m6_lay6,10,10,0,10,1019,262,757,509,100.0,1.0,0.00
727,2026-07-06 17:21:40.617,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp5_lp5_pr1_sp5_r1_m5_lay5,10,10,0,4,1050,263,787,539,100.0,1.0,1.11
728,2026-07-06 17:21:40.619,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp6_lp6_pr2_sp6_r1_m6_lay6,10,10,0,4,1040,263,777,529,100.0,1.0,1.13
729,2026-07-06 17:21:40.620,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp7_lp7_pr3_sp7_r1_m7_lay7,10,10,0,4,1030,263,767,519,100.0,1.0,1.16
730,2026-07-06 17:21:42.941,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp6_lp6_pr2_sp6_r1_m6_lay6,4,4,0,4,1032,263,769,521,100.0,0.4,0.00
731,2026-07-06 17:21:42.944,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp7_lp7_pr3_sp7_r1_m7_lay7,4,4,0,4,1028,263,765,517,100.0,0.4,0.00
732,2026-07-06 17:21:44.889,FF_Default_DynamicFlow_MoveCassetteToStackHL_tp7_lp7_pr3_sp7_r1_m7_lay7,4,4,0,4,1032,263,769,521,100.0,0.4,0.00
733,2026-07-06 17:21:55.381,FF_Default_DynamicFlow_PickUpHL_lp10_fp73_r1,2,2,0,3,1168,267,901,529,100.0,0.2,-0.19
734,2026-07-06 17:21:55.383,FF_Default_DynamicFlow_PickUpHL_lp11_fp81_r1,2,2,0,3,1166,267,899,527,100.0,0.2,-0.19
735,2026-07-06 17:21:55.384,FF_Default_DynamicFlow_PickUpHL_lp12_fp89_r1,2,2,0,3,1164,267,897,525,100.0,0.2,-0.19
736,2026-07-06 17:21:57.599,FF_Default_DynamicFlow_PickUpHL_lp10_fp73_r1,3,3,0,2,1174,268,906,534,100.0,0.3,0.19
737,2026-07-06 17:21:57.601,FF_Default_DynamicFlow_PickUpHL_lp11_fp81_r1,3,3,0,2,1171,268,903,531,100.0,0.3,0.19
738,2026-07-06 17:21:57.603,FF_Default_DynamicFlow_PickUpHL_lp12_fp89_r1,3,3,0,2,1168,268,900,528,100.0,0.3,0.19
739,2026-07-06 17:21:59.803,FF_Default_DynamicFlow_PickUpHL_lp11_fp81_r1,2,2,0,3,1180,269,911,539,100.0,0.2,-0.19
740,2026-07-06 17:21:59.804,FF_Default_DynamicFlow_PickUpHL_lp12_fp89_r1,2,2,0,3,1178,269,909,537,100.0,0.2,-0.19
741,2026-07-06 17:21:59.809,FF_Default_DynamicFlow_GluingPlateHL_lp9_pr1_r1,8,8,0,11,1176,269,907,535,100.0,0.7,-0.56
742,2026-07-06 17:22:02.039,FF_Default_DynamicFlow_PickUpHL_lp11_fp81_r1,3,3,0,2,1188,270,918,546,100.0,0.3,0.18
743,2026-07-06 17:22:02.040,FF_Default_DynamicFlow_PickUpHL_lp12_fp89_r1,3,3,0,2,1185,270,915,543,100.0,0.3,0.18
744,2026-07-06 17:22:02.041,FF_Default_DynamicFlow_GluingPlateHL_lp9_pr1_r1,11,11,0,8,1182,270,912,540,100.0,0.9,0.56
745,2026-07-06 17:22:03.919,FF_Default_DynamicFlow_PickUpHL_lp12_fp89_r1,2,2,0,3,1192,271,921,549,100.0,0.2,-0.18
746,2026-07-06 17:22:03.920,FF_Default_DynamicFlow_GluingPlateHL_lp9_pr1_r1,8,8,0,11,1190,271,919,547,100.0,0.7,-0.55
747,2026-07-06 17:22:03.921,FF_Default_DynamicFlow_GluingPlateHL_lp10_pr2_r1,8,8,0,11,1182,271,911,539,100.0,0.7,-0.56
748,2026-07-06 17:22:05.965,FF_Default_DynamicFlow_PickUpHL_lp12_fp89_r1,3,3,0,2,1202,272,930,558,100.0,0.2,0.18
749,2026-07-06 17:22:05.965,FF_Default_DynamicFlow_GluingPlateHL_lp9_pr1_r1,11,11,0,8,1199,272,927,555,100.0,0.9,0.54
750,2026-07-06 17:22:05.966,FF_Default_DynamicFlow_GluingPlateHL_lp10_pr2_r1,11,11,0,8,1188,272,916,544,100.0,0.9,0.55
751,2026-07-06 17:22:07.879,FF_Default_DynamicFlow_GluingPlateHL_lp9_pr1_r1,8,8,0,11,1204,273,931,559,100.0,0.7,-0.54
752,2026-07-06 17:22:07.880,FF_Default_DynamicFlow_GluingPlateHL_lp10_pr2_r1,8,8,0,11,1196,273,923,551,100.0,0.7,-0.54
753,2026-07-06 17:22:07.880,FF_Default_DynamicFlow_GluingPlateHL_lp11_pr3_r1,8,8,0,11,1188,273,915,543,100.0,0.7,-0.55
754,2026-07-06 17:22:09.925,FF_Default_DynamicFlow_GluingPlateHL_lp9_pr1_r1,11,11,0,8,1216,274,942,570,100.0,0.9,0.53
755,2026-07-06 17:22:09.926,FF_Default_DynamicFlow_GluingPlateHL_lp10_pr2_r1,11,11,0,8,1205,274,931,559,100.0,0.9,0.54
756,2026-07-06 17:22:09.926,FF_Default_DynamicFlow_GluingPlateHL_lp11_pr3_r1,11,11,0,8,1194,274,920,548,100.0,0.9,0.55
757,2026-07-06 17:22:13.010,FF_Default_DynamicFlow_GluingPlateHL_lp10_pr2_r1,8,8,0,2,1216,275,941,569,100.0,0.7,1.05
758,2026-07-06 17:22:13.011,FF_Default_DynamicFlow_GluingPlateHL_lp11_pr3_r1,8,8,0,2,1208,275,933,561,100.0,0.7,1.07
759,2026-07-06 17:22:13.011,FF_Default_DynamicFlow_GluingPlateHL_lp12_pr4_r1,8,8,0,2,1200,275,925,553,100.0,0.7,1.08
760,2026-07-06 17:22:14.872,FF_Default_DynamicFlow_GluingPlateHL_lp11_pr3_r1,2,2,0,2,1208,276,932,560,100.0,0.2,0.00
761,2026-07-06 17:22:14.872,FF_Default_DynamicFlow_GluingPlateHL_lp12_pr4_r1,2,2,0,2,1206,276,930,558,100.0,0.2,0.00
762,2026-07-06 17:22:14.873,FF_Default_DynamicFlow_PickUpHL_b49_fp66_r1,9,9,0,9,1204,276,928,556,100.0,0.7,0.00
763,2026-07-06 17:22:16.820,FF_Default_DynamicFlow_GluingPlateHL_lp12_pr4_r1,2,2,0,2,1218,277,941,569,100.0,0.2,0.00
764,2026-07-06 17:22:16.821,FF_Default_DynamicFlow_PickUpHL_b49_fp66_r1,9,9,0,9,1216,277,939,567,100.0,0.7,0.00
765,2026-07-06 17:22:16.821,FF_Default_DynamicFlow_PickUpHL_b55_fp74_r1,9,9,0,9,1207,277,930,558,100.0,0.7,0.00
766,2026-07-06 17:22:18.793,FF_Default_DynamicFlow_PickUpHL_b49_fp66_r1,9,9,0,9,1228,278,950,578,100.0,0.7,0.00
767,2026-07-06 17:22:18.793,FF_Default_DynamicFlow_PickUpHL_b55_fp74_r1,9,9,0,9,1219,278,941,569,100.0,0.7,0.00
768,2026-07-06 17:22:18.794,FF_Default_DynamicFlow_PickUpHL_b61_fp82_r1,9,9,0,9,1210,278,932,560,100.0,0.7,0.00
769,2026-07-06 17:22:22.010,FF_Default_DynamicFlow_PickUpHL_b55_fp74_r1,9,9,0,3,1238,279,959,587,100.0,0.7,1.02
770,2026-07-06 17:22:22.010,FF_Default_DynamicFlow_PickUpHL_b61_fp82_r1,9,9,0,3,1229,279,950,578,100.0,0.7,1.04
771,2026-07-06 17:22:22.011,FF_Default_DynamicFlow_PickUpHL_b67_fp90_r1,9,9,0,3,1220,279,941,569,100.0,0.7,1.05
772,2026-07-06 17:22:23.877,FF_Default_DynamicFlow_PickUpHL_b55_fp74_r1,3,3,0,2,1223,280,943,571,100.0,0.2,0.18
773,2026-07-06 17:22:23.879,FF_Default_DynamicFlow_PickUpHL_b61_fp82_r1,3,3,0,2,1220,280,940,568,100.0,0.2,0.18
774,2026-07-06 17:22:23.879,FF_Default_DynamicFlow_PickUpHL_b67_fp90_r1,3,3,0,2,1217,280,937,565,100.0,0.2,0.18
775,2026-07-06 17:22:25.710,FF_Default_DynamicFlow_PickUpHL_b61_fp82_r1,2,2,0,3,1223,281,942,570,100.0,0.2,-0.18
776,2026-07-06 17:22:25.711,FF_Default_DynamicFlow_PickUpHL_b67_fp90_r1,2,2,0,3,1221,281,940,568,100.0,0.2,-0.18
777,2026-07-06 17:22:25.711,FF_Default_DynamicFlow_PickUpHL_b50_fp67_r1,2,2,0,3,1219,281,938,566,100.0,0.2,-0.18
778,2026-07-06 17:22:27.536,FF_Default_DynamicFlow_PickUpHL_b61_fp82_r1,3,3,0,2,1229,282,947,575,100.0,0.2,0.17
779,2026-07-06 17:22:27.536,FF_Default_DynamicFlow_PickUpHL_b67_fp90_r1,3,3,0,2,1226,282,944,572,100.0,0.2,0.17
780,2026-07-06 17:22:27.537,FF_Default_DynamicFlow_PickUpHL_b50_fp67_r1,3,3,0,2,1223,282,941,569,100.0,0.2,0.18
781,2026-07-06 17:22:29.311,FF_Default_DynamicFlow_PickUpHL_b67_fp90_r1,2,2,0,3,1229,283,946,574,100.0,0.2,-0.17
782,2026-07-06 17:22:29.312,FF_Default_DynamicFlow_PickUpHL_b50_fp67_r1,2,2,0,3,1227,283,944,572,100.0,0.2,-0.17
783,2026-07-06 17:22:29.312,FF_Default_DynamicFlow_PickUpHL_b56_fp75_r1,2,2,0,3,1225,283,942,570,100.0,0.2,-0.18
784,2026-07-06 17:22:31.190,FF_Default_DynamicFlow_PickUpHL_b67_fp90_r1,3,3,0,2,1235,284,951,579,100.0,0.2,0.17
785,2026-07-06 17:22:31.191,FF_Default_DynamicFlow_PickUpHL_b50_fp67_r1,3,3,0,2,1232,284,948,576,100.0,0.2,0.17
786,2026-07-06 17:22:31.191,FF_Default_DynamicFlow_PickUpHL_b56_fp75_r1,3,3,0,2,1229,284,945,573,100.0,0.2,0.17
787,2026-07-06 17:22:33.135,FF_Default_DynamicFlow_PickUpHL_b50_fp67_r1,2,2,0,3,1235,285,950,578,100.0,0.2,-0.17
788,2026-07-06 17:22:33.135,FF_Default_DynamicFlow_PickUpHL_b56_fp75_r1,2,2,0,3,1233,285,948,576,100.0,0.2,-0.17
789,2026-07-06 17:22:33.136,FF_Default_DynamicFlow_PickUpHL_b62_fp83_r1,2,2,0,3,1231,285,946,574,100.0,0.2,-0.17
790,2026-07-06 17:22:35.010,FF_Default_DynamicFlow_PickUpHL_b50_fp67_r1,3,3,0,2,1241,286,955,583,100.0,0.2,0.17
791,2026-07-06 17:22:35.011,FF_Default_DynamicFlow_PickUpHL_b56_fp75_r1,3,3,0,2,1238,286,952,580,100.0,0.2,0.17
792,2026-07-06 17:22:35.011,FF_Default_DynamicFlow_PickUpHL_b62_fp83_r1,3,3,0,2,1235,286,949,577,100.0,0.2,0.17
793,2026-07-06 17:22:36.975,FF_Default_DynamicFlow_PickUpHL_b56_fp75_r1,2,2,0,3,1241,287,954,582,100.0,0.2,-0.17
794,2026-07-06 17:22:36.976,FF_Default_DynamicFlow_PickUpHL_b62_fp83_r1,2,2,0,3,1239,287,952,580,100.0,0.2,-0.17
795,2026-07-06 17:22:36.976,FF_Default_DynamicFlow_PickUpHL_b68_fp91_r1,2,2,0,3,1237,287,950,578,100.0,0.2,-0.17
796,2026-07-06 17:22:38.857,FF_Default_DynamicFlow_PickUpHL_b56_fp75_r1,3,3,0,2,1247,288,959,587,100.0,0.2,0.17
797,2026-07-06 17:22:38.858,FF_Default_DynamicFlow_PickUpHL_b62_fp83_r1,3,3,0,2,1244,288,956,584,100.0,0.2,0.17
798,2026-07-06 17:22:38.859,FF_Default_DynamicFlow_PickUpHL_b68_fp91_r1,3,3,0,2,1241,288,953,581,100.0,0.2,0.17
799,2026-07-06 17:22:40.659,FF_Default_DynamicFlow_PickUpHL_b62_fp83_r1,2,2,0,3,1247,289,958,586,100.0,0.2,-0.17
800,2026-07-06 17:22:40.660,FF_Default_DynamicFlow_PickUpHL_b68_fp91_r1,2,2,0,3,1245,289,956,584,100.0,0.2,-0.17
801,2026-07-06 17:22:40.660,FF_Default_DynamicFlow_PickUpHL_b54_fp72_r1,2,2,0,3,1243,289,954,582,100.0,0.2,-0.17
802,2026-07-06 17:22:42.581,FF_Default_DynamicFlow_PickUpHL_b62_fp83_r1,3,3,0,2,1253,290,963,591,100.0,0.2,0.17
803,2026-07-06 17:22:42.581,FF_Default_DynamicFlow_PickUpHL_b68_fp91_r1,3,3,0,2,1250,290,960,588,100.0,0.2,0.17
804,2026-07-06 17:22:42.582,FF_Default_DynamicFlow_PickUpHL_b54_fp72_r1,3,3,0,2,1247,290,957,585,100.0,0.2,0.17
805,2026-07-06 17:22:44.391,FF_Default_DynamicFlow_PickUpHL_b68_fp91_r1,2,2,0,3,1253,291,962,590,100.0,0.2,-0.17
806,2026-07-06 17:22:44.391,FF_Default_DynamicFlow_PickUpHL_b54_fp72_r1,2,2,0,3,1251,291,960,588,100.0,0.2,-0.17
807,2026-07-06 17:22:44.392,FF_Default_DynamicFlow_PickUpHL_b60_fp80_r1,2,2,0,3,1249,291,958,586,100.0,0.2,-0.17
808,2026-07-06 17:22:46.308,FF_Default_DynamicFlow_PickUpHL_b68_fp91_r1,3,3,0,2,1259,292,967,595,100.0,0.2,0.17
809,2026-07-06 17:22:46.309,FF_Default_DynamicFlow_PickUpHL_b54_fp72_r1,3,3,0,2,1256,292,964,592,100.0,0.2,0.17
810,2026-07-06 17:22:46.309,FF_Default_DynamicFlow_PickUpHL_b60_fp80_r1,3,3,0,2,1253,292,961,589,100.0,0.2,0.17
811,2026-07-06 17:22:48.120,FF_Default_DynamicFlow_PickUpHL_b54_fp72_r1,2,2,0,3,1259,293,966,594,100.0,0.2,-0.17
812,2026-07-06 17:22:48.122,FF_Default_DynamicFlow_PickUpHL_b60_fp80_r1,2,2,0,3,1257,293,964,592,100.0,0.2,-0.17
813,2026-07-06 17:22:48.123,FF_Default_DynamicFlow_PickUpHL_b66_fp88_r1,2,2,0,3,1255,293,962,590,100.0,0.2,-0.17
814,2026-07-06 17:22:50.022,FF_Default_DynamicFlow_PickUpHL_b54_fp72_r1,3,3,0,2,1265,294,971,599,100.0,0.2,0.17
815,2026-07-06 17:22:50.023,FF_Default_DynamicFlow_PickUpHL_b60_fp80_r1,3,3,0,2,1262,294,968,596,100.0,0.2,0.17
816,2026-07-06 17:22:50.024,FF_Default_DynamicFlow_PickUpHL_b66_fp88_r1,3,3,0,2,1259,294,965,593,100.0,0.2,0.17
